nodename,batch,solution,version,git,task,data,timestamp,action,stderr,ret
mr-dl11,1601796601,pydatatable,1.0.0a0,eb0c2ae3d735d99c31b3262dec80f45439ef1f5e,groupby,G1_1e8_1e2_0_1,1601835844.45236,finish,0,0
mr-dl11,1601796601,pydatatable,1.0.0a0,eb0c2ae3d735d99c31b3262dec80f45439ef1f5e,groupby,G1_1e9_1e2_0_0,1601835844.47097,start,,
mr-dl11,1601796601,pydatatable,1.0.0a0,eb0c2ae3d735d99c31b3262dec80f45439ef1f5e,groupby,G1_1e9_1e2_0_0,1601840871.04586,finish,0,0
mr-dl11,1601796601,pydatatable,1.0.0a0,eb0c2ae3d735d99c31b3262dec80f45439ef1f5e,groupby,G1_1e9_1e1_0_0,1601840871.09625,start,,
mr-dl11,1601796601,pydatatable,1.0.0a0,eb0c2ae3d735d99c31b3262dec80f45439ef1f5e,groupby,G1_1e9_1e1_0_0,1601845876.97586,finish,0,0
mr-dl11,1601796601,pydatatable,1.0.0a0,eb0c2ae3d735d99c31b3262dec80f45439ef1f5e,groupby,G1_1e9_2e0_0_0,1601845877.04451,start,,
mr-dl11,1601796601,pydatatable,1.0.0a0,eb0c2ae3d735d99c31b3262dec80f45439ef1f5e,groupby,G1_1e9_2e0_0_0,1601853339.3673,finish,0,0
mr-dl11,1601796601,pydatatable,1.0.0a0,eb0c2ae3d735d99c31b3262dec80f45439ef1f5e,groupby,G1_1e9_1e2_0_1,1601853339.41987,start,,
mr-dl11,1601796601,pydatatable,1.0.0a0,eb0c2ae3d735d99c31b3262dec80f45439ef1f5e,groupby,G1_1e9_1e2_0_1,1601857091.25535,finish,0,0
mr-dl11,1601796601,pydatatable,1.0.0a0,eb0c2ae3d735d99c31b3262dec80f45439ef1f5e,join,J1_1e7_NA_0_0,1601857091.3108,start,,
mr-dl11,1601796601,pydatatable,1.0.0a0,eb0c2ae3d735d99c31b3262dec80f45439ef1f5e,join,J1_1e7_NA_0_0,1601857152.42485,finish,0,0
mr-dl11,1601796601,pydatatable,1.0.0a0,eb0c2ae3d735d99c31b3262dec80f45439ef1f5e,join,J1_1e8_NA_0_0,1601857152.44353,start,,
mr-dl11,1601796601,pydatatable,1.0.0a0,eb0c2ae3d735d99c31b3262dec80f45439ef1f5e,join,J1_1e8_NA_0_0,1601858848.35948,finish,0,0
mr-dl11,1601796601,pydatatable,1.0.0a0,eb0c2ae3d735d99c31b3262dec80f45439ef1f5e,join,J1_1e9_NA_0_0,1601858848.40379,start,,
mr-dl11,1601796601,pydatatable,1.0.0a0,eb0c2ae3d735d99c31b3262dec80f45439ef1f5e,join,J1_1e9_NA_0_0,1601872463.52259,finish,4,1
mr-dl11,1601796601,dplyr,1.0.2,,groupby,G1_1e7_1e2_0_0,1601872463.91591,skip,14,0
mr-dl11,1601796601,dplyr,1.0.2,,groupby,G1_1e7_1e1_0_0,1601872463.97515,skip,14,0
mr-dl11,1601796601,dplyr,1.0.2,,groupby,G1_1e7_2e0_0_0,1601872464.00921,skip,14,0
mr-dl11,1601796601,dplyr,1.0.2,,groupby,G1_1e7_1e2_0_1,1601872464.03702,skip,14,0
mr-dl11,1601796601,dplyr,1.0.2,,groupby,G1_1e8_1e2_0_0,1601872464.06148,skip,14,0
mr-dl11,1601796601,dplyr,1.0.2,,groupby,G1_1e8_1e1_0_0,1601872464.09055,skip,14,0
mr-dl11,1601796601,dplyr,1.0.2,,groupby,G1_1e8_2e0_0_0,1601872464.11204,skip,16,0
mr-dl11,1601796601,dplyr,1.0.2,,groupby,G1_1e8_1e2_0_1,1601872464.13174,skip,14,0
mr-dl11,1601796601,dplyr,1.0.2,,groupby,G1_1e9_1e2_0_0,1601872464.17056,skip,21,1
mr-dl11,1601796601,dplyr,1.0.2,,groupby,G1_1e9_1e1_0_0,1601872464.1911,skip,23,1
mr-dl11,1601796601,dplyr,1.0.2,,groupby,G1_1e9_2e0_0_0,1601872464.21399,skip,25,1
mr-dl11,1601796601,dplyr,1.0.2,,groupby,G1_1e9_1e2_0_1,1601872464.2508,skip,21,1
mr-dl11,1601796601,dplyr,1.0.2,,join,J1_1e7_NA_0_0,1601872464.27696,skip,0,0
mr-dl11,1601796601,dplyr,1.0.2,,join,J1_1e8_NA_0_0,1601872464.30345,skip,0,0
mr-dl11,1601796601,dplyr,1.0.2,,join,J1_1e9_NA_0_0,1601872464.32324,skip,6,1
mr-dl11,1601796601,pandas,1.1.2,2a7d3326dee660824a8433ffd01065f8ac37f7d6,groupby,G1_1e7_1e2_0_0,1601872464.35096,skip,0,0
mr-dl11,1601796601,pandas,1.1.2,2a7d3326dee660824a8433ffd01065f8ac37f7d6,groupby,G1_1e7_1e1_0_0,1601872464.4021,skip,0,0
mr-dl11,1601796601,pandas,1.1.2,2a7d3326dee660824a8433ffd01065f8ac37f7d6,groupby,G1_1e7_2e0_0_0,1601872464.41665,skip,0,0
mr-dl11,1601796601,pandas,1.1.2,2a7d3326dee660824a8433ffd01065f8ac37f7d6,groupby,G1_1e7_1e2_0_1,1601872464.43445,skip,0,0
mr-dl11,1601796601,pandas,1.1.2,2a7d3326dee660824a8433ffd01065f8ac37f7d6,groupby,G1_1e8_1e2_0_0,1601872464.44913,skip,0,0
mr-dl11,1601796601,pandas,1.1.2,2a7d3326dee660824a8433ffd01065f8ac37f7d6,groupby,G1_1e8_1e1_0_0,1601872464.465,skip,0,0
mr-dl11,1601796601,pandas,1.1.2,2a7d3326dee660824a8433ffd01065f8ac37f7d6,groupby,G1_1e8_2e0_0_0,1601872464.4799,skip,0,0
mr-dl11,1601796601,pandas,1.1.2,2a7d3326dee660824a8433ffd01065f8ac37f7d6,groupby,G1_1e8_1e2_0_1,1601872464.50232,skip,0,0
mr-dl11,1601796601,pandas,1.1.2,2a7d3326dee660824a8433ffd01065f8ac37f7d6,groupby,G1_1e9_1e2_0_0,1601872464.52185,skip,1,137
mr-dl11,1601796601,pandas,1.1.2,2a7d3326dee660824a8433ffd01065f8ac37f7d6,groupby,G1_1e9_1e1_0_0,1601872464.54263,skip,1,137
mr-dl11,1601796601,pandas,1.1.2,2a7d3326dee660824a8433ffd01065f8ac37f7d6,groupby,G1_1e9_2e0_0_0,1601872464.56322,skip,1,137
mr-dl11,1601796601,pandas,1.1.2,2a7d3326dee660824a8433ffd01065f8ac37f7d6,groupby,G1_1e9_1e2_0_1,1601872464.58664,skip,1,137
mr-dl11,1601796601,pandas,1.1.2,2a7d3326dee660824a8433ffd01065f8ac37f7d6,join,J1_1e7_NA_0_0,1601872464.61029,skip,0,0
mr-dl11,1601796601,pandas,1.1.2,2a7d3326dee660824a8433ffd01065f8ac37f7d6,join,J1_1e8_NA_0_0,1601872464.6286,skip,0,0
mr-dl11,1601796601,pandas,1.1.2,2a7d3326dee660824a8433ffd01065f8ac37f7d6,join,J1_1e9_NA_0_0,1601872464.65099,skip,1,137
mr-dl11,1601796601,spark,3.0.1,,groupby,G1_1e7_1e2_0_0,1601872464.67749,skip,4,0
mr-dl11,1601796601,spark,3.0.1,,groupby,G1_1e7_1e1_0_0,1601872464.71707,skip,4,0
mr-dl11,1601796601,spark,3.0.1,,groupby,G1_1e7_2e0_0_0,1601872464.74249,skip,4,0
mr-dl11,1601796601,spark,3.0.1,,groupby,G1_1e7_1e2_0_1,1601872464.76246,skip,4,0
mr-dl11,1601796601,spark,3.0.1,,groupby,G1_1e8_1e2_0_0,1601872464.79378,skip,4,0
mr-dl11,1601796601,spark,3.0.1,,groupby,G1_1e8_1e1_0_0,1601872464.82341,skip,4,0
mr-dl11,1601796601,spark,3.0.1,,groupby,G1_1e8_2e0_0_0,1601872464.83822,skip,4,0
mr-dl11,1601796601,spark,3.0.1,,groupby,G1_1e8_1e2_0_1,1601872464.8662,skip,4,0
mr-dl11,1601796601,spark,3.0.1,,groupby,G1_1e9_1e2_0_0,1601872464.88556,skip,4,0
mr-dl11,1601796601,spark,3.0.1,,groupby,G1_1e9_1e1_0_0,1601872464.91454,skip,4,0
mr-dl11,1601796601,spark,3.0.1,,groupby,G1_1e9_2e0_0_0,1601872464.94497,skip,4,0
mr-dl11,1601796601,spark,3.0.1,,groupby,G1_1e9_1e2_0_1,1601872464.97585,skip,4,0
mr-dl11,1601796601,spark,3.0.1,,join,J1_1e7_NA_0_0,1601872465.03539,skip,4,0
mr-dl11,1601796601,spark,3.0.1,,join,J1_1e8_NA_0_0,1601872465.06167,skip,4,0
mr-dl11,1601796601,spark,3.0.1,,join,J1_1e9_NA_0_0,1601872465.10158,skip,88,0
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e7_1e2_0_0,1601872465.14377,start,,
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e7_1e2_0_0,1601872581.76297,finish,0,0
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e7_1e1_0_0,1601872581.78298,start,,
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e7_1e1_0_0,1601873147.61155,finish,0,0
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e7_2e0_0_0,1601873147.63061,start,,
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e7_2e0_0_0,1601875528.89129,finish,0,0
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e7_1e2_0_1,1601875528.91005,start,,
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e7_1e2_0_1,1601875638.35409,finish,0,0
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e8_1e2_0_0,1601875638.37405,start,,
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e8_1e2_0_0,1601877249.85679,finish,23,1
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e8_1e1_0_0,1601877249.87549,start,,
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e8_1e1_0_0,1601884453.10269,finish,22,1
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e8_2e0_0_0,1601884453.12301,start,,
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e8_2e0_0_0,1601885314.4586,finish,23,1
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e8_1e2_0_1,1601885314.47812,start,,
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e8_1e2_0_1,1601886864.8661,finish,23,1
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e9_1e2_0_0,1601886864.88569,start,,
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e9_1e2_0_0,1601889644.49449,finish,2416,1
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e9_1e1_0_0,1601889644.66203,start,,
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e9_1e1_0_0,1601900453.81146,finish,5512,1
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e9_2e0_0_0,1601900453.88482,start,,
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e9_2e0_0_0,1601911265.11181,finish,3304,1
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e9_1e2_0_1,1601911265.17052,start,,
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,groupby,G1_1e9_1e2_0_1,1601913929.98602,finish,4527,1
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,join,J1_1e7_NA_0_0,1601913930.07805,start,,
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,join,J1_1e7_NA_0_0,1601914590.96313,finish,0,0
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,join,J1_1e8_NA_0_0,1601914590.98128,start,,
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,join,J1_1e8_NA_0_0,1601919713.76989,finish,1,137
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,join,J1_1e9_NA_0_0,1601919713.99386,start,,
mr-dl11,1601796601,dask,2.29.0,8a699223982ce8425f59f048d0163090b4a81193,join,J1_1e9_NA_0_0,1601922187.18227,finish,1,137
mr-dl11,1601796601,juliadf,0.21.7,a7c1c9a6e47a92321bbc9d500dab9b04cc4a6a39,groupby,G1_1e7_1e2_0_0,1601922187.51351,skip,0,0
mr-dl11,1601796601,juliadf,0.21.7,a7c1c9a6e47a92321bbc9d500dab9b04cc4a6a39,groupby,G1_1e7_1e1_0_0,1601922187.59605,skip,0,0
mr-dl11,1601796601,juliadf,0.21.7,a7c1c9a6e47a92321bbc9d500dab9b04cc4a6a39,groupby,G1_1e7_2e0_0_0,1601922187.62865,skip,0,0
mr-dl11,1601796601,juliadf,0.21.7,a7c1c9a6e47a92321bbc9d500dab9b04cc4a6a39,groupby,G1_1e7_1e2_0_1,1601922187.6486,skip,0,0
mr-dl11,1601796601,juliadf,0.21.7,a7c1c9a6e47a92321bbc9d500dab9b04cc4a6a39,groupby,G1_1e8_1e2_0_0,1601922187.66636,skip,0,0
mr-dl11,1601796601,juliadf,0.21.7,a7c1c9a6e47a92321bbc9d500dab9b04cc4a6a39,groupby,G1_1e8_1e1_0_0,1601922187.68309,skip,0,0
mr-dl11,1601796601,juliadf,0.21.7,a7c1c9a6e47a92321bbc9d500dab9b04cc4a6a39,groupby,G1_1e8_2e0_0_0,1601922187.719,skip,45,0
mr-dl11,1601796601,juliadf,0.21.7,a7c1c9a6e47a92321bbc9d500dab9b04cc4a6a39,groupby,G1_1e8_1e2_0_1,1601922187.73911,skip,0,0
mr-dl11,1601796601,juliadf,0.21.7,a7c1c9a6e47a92321bbc9d500dab9b04cc4a6a39,groupby,G1_1e9_1e2_0_0,1601922187.75877,skip,0,0
mr-dl11,1601796601,juliadf,0.21.7,a7c1c9a6e47a92321bbc9d500dab9b04cc4a6a39,groupby,G1_1e9_1e1_0_0,1601922187.7794,skip,13,1
mr-dl11,1601796601,juliadf,0.21.7,a7c1c9a6e47a92321bbc9d500dab9b04cc4a6a39,groupby,G1_1e9_2e0_0_0,1601922187.79683,skip,53,1
mr-dl11,1601796601,juliadf,0.21.7,a7c1c9a6e47a92321bbc9d500dab9b04cc4a6a39,groupby,G1_1e9_1e2_0_1,1601922187.81608,skip,0,0
mr-dl11,1601796601,juliadf,0.21.7,a7c1c9a6e47a92321bbc9d500dab9b04cc4a6a39,join,J1_1e7_NA_0_0,1601922187.83471,skip,0,0
mr-dl11,1601796601,juliadf,0.21.7,a7c1c9a6e47a92321bbc9d500dab9b04cc4a6a39,join,J1_1e8_NA_0_0,1601922187.85141,skip,0,0
mr-dl11,1601796601,juliadf,0.21.7,a7c1c9a6e47a92321bbc9d500dab9b04cc4a6a39,join,J1_1e9_NA_0_0,1601922187.87115,skip,64,0
mr-dl11,1601796601,cudf,0.13.0,,groupby,G1_1e7_1e2_0_0,1601922187.89865,skip,2,0
mr-dl11,1601796601,cudf,0.13.0,,groupby,G1_1e7_1e1_0_0,1601922187.95859,skip,2,0
mr-dl11,1601796601,cudf,0.13.0,,groupby,G1_1e7_2e0_0_0,1601922187.97828,skip,2,0
mr-dl11,1601796601,cudf,0.13.0,,groupby,G1_1e7_1e2_0_1,1601922188.06583,skip,2,0
mr-dl11,1601796601,cudf,0.13.0,,groupby,G1_1e8_1e2_0_0,1601922188.08594,skip,10,1
mr-dl11,1601796601,cudf,0.13.0,,groupby,G1_1e8_1e1_0_0,1601922188.10541,skip,10,1
mr-dl11,1601796601,cudf,0.13.0,,groupby,G1_1e8_2e0_0_0,1601922188.11964,skip,10,1
mr-dl11,1601796601,cudf,0.13.0,,groupby,G1_1e8_1e2_0_1,1601922188.13345,skip,10,1
mr-dl11,1601796601,cudf,0.13.0,,groupby,G1_1e9_1e2_0_0,1601922188.14697,skip,10,1
mr-dl11,1601796601,cudf,0.13.0,,groupby,G1_1e9_1e1_0_0,1601922188.16043,skip,10,1
mr-dl11,1601796601,cudf,0.13.0,,groupby,G1_1e9_2e0_0_0,1601922188.17407,skip,10,1
mr-dl11,1601796601,cudf,0.13.0,,groupby,G1_1e9_1e2_0_1,1601922188.1872,skip,10,1
mr-dl11,1601796601,cudf,0.13.0,,join,J1_1e7_NA_0_0,1601922188.20296,skip,2,0
mr-dl11,1601796601,cudf,0.13.0,,join,J1_1e8_NA_0_0,1601922188.21812,skip,10,1
mr-dl11,1601796601,cudf,0.13.0,,join,J1_1e9_NA_0_0,1601922188.23481,skip,10,1
mr-dl11,1601796601,clickhouse,20.3.8.53,,groupby,G2_1e7_1e2_0_0,1601922188.25248,skip,0,0
mr-dl11,1601796601,clickhouse,20.3.8.53,,groupby,G2_1e7_1e1_0_0,1601922188.32297,skip,0,0
mr-dl11,1601796601,clickhouse,20.3.8.53,,groupby,G2_1e7_2e0_0_0,1601922188.33976,skip,0,0
mr-dl11,1601796601,clickhouse,20.3.8.53,,groupby,G2_1e7_1e2_0_1,1601922188.35586,skip,0,0
mr-dl11,1601796601,clickhouse,20.3.8.53,,groupby,G2_1e8_1e2_0_0,1601922188.38072,skip,0,0
mr-dl11,1601796601,clickhouse,20.3.8.53,,groupby,G2_1e8_1e1_0_0,1601922188.40087,skip,0,0
mr-dl11,1601796601,clickhouse,20.3.8.53,,groupby,G2_1e8_2e0_0_0,1601922188.41662,skip,0,0
mr-dl11,1601796601,clickhouse,20.3.8.53,,groupby,G2_1e8_1e2_0_1,1601922188.43543,skip,0,0
mr-dl11,1601796601,clickhouse,20.3.8.53,,groupby,G2_1e9_1e2_0_0,1601922188.45524,skip,0,0
mr-dl11,1601796601,clickhouse,20.3.8.53,,groupby,G2_1e9_1e1_0_0,1601922188.47354,skip,0,0
mr-dl11,1601796601,clickhouse,20.3.8.53,,groupby,G2_1e9_2e0_0_0,1601922188.49234,skip,0,0
mr-dl11,1601796601,clickhouse,20.3.8.53,,groupby,G2_1e9_1e2_0_1,1601922188.51176,skip,0,0
mr-dl11,1602401401,data.table,1.13.1,ba2d7bb170bb0aa120192b0daa65605bc4b038c8,groupby,G1_1e7_1e2_0_0,1602401486.99674,skip,0,0
mr-dl11,1602401401,data.table,1.13.1,ba2d7bb170bb0aa120192b0daa65605bc4b038c8,groupby,G1_1e7_1e1_0_0,1602401487.02299,skip,0,0
mr-dl11,1602401401,data.table,1.13.1,ba2d7bb170bb0aa120192b0daa65605bc4b038c8,groupby,G1_1e7_2e0_0_0,1602401487.03781,skip,0,0
mr-dl11,1602401401,data.table,1.13.1,ba2d7bb170bb0aa120192b0daa65605bc4b038c8,groupby,G1_1e7_1e2_0_1,1602401487.05046,skip,0,0
mr-dl11,1602401401,data.table,1.13.1,ba2d7bb170bb0aa120192b0daa65605bc4b038c8,groupby,G1_1e8_1e2_0_0,1602401487.06249,skip,0,0
mr-dl11,1602401401,data.table,1.13.1,ba2d7bb170bb0aa120192b0daa65605bc4b038c8,groupby,G1_1e8_1e1_0_0,1602401487.07776,skip,0,0
mr-dl11,1602401401,data.table,1.13.1,ba2d7bb170bb0aa120192b0daa65605bc4b038c8,groupby,G1_1e8_2e0_0_0,1602401487.09397,skip,0,0
mr-dl11,1602401401,data.table,1.13.1,ba2d7bb170bb0aa120192b0daa65605bc4b038c8,groupby,G1_1e8_1e2_0_1,1602401487.10986,skip,0,0
mr-dl11,1602401401,data.table,1.13.1,ba2d7bb170bb0aa120192b0daa65605bc4b038c8,groupby,G1_1e9_1e2_0_0,1602401487.12698,skip,0,0
mr-dl11,1602401401,data.table,1.13.1,ba2d7bb170bb0aa120192b0daa65605bc4b038c8,groupby,G1_1e9_1e1_0_0,1602401487.14414,skip,0,0
mr-dl11,1602401401,data.table,1.13.1,ba2d7bb170bb0aa120192b0daa65605bc4b038c8,groupby,G1_1e9_2e0_0_0,1602401487.161,skip,1,0
mr-dl11,1602401401,data.table,1.13.1,ba2d7bb170bb0aa120192b0daa65605bc4b038c8,groupby,G1_1e9_1e2_0_1,1602401487.17457,skip,0,0
mr-dl11,1602401401,data.table,1.13.1,ba2d7bb170bb0aa120192b0daa65605bc4b038c8,join,J1_1e7_NA_0_0,1602401487.20051,skip,0,0
mr-dl11,1602401401,data.table,1.13.1,ba2d7bb170bb0aa120192b0daa65605bc4b038c8,join,J1_1e8_NA_0_0,1602401487.21787,skip,0,0
mr-dl11,1602401401,data.table,1.13.1,ba2d7bb170bb0aa120192b0daa65605bc4b038c8,join,J1_1e9_NA_0_0,1602401487.23506,skip,6,1
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e7_1e2_0_0,1602401487.26231,start,,
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e7_1e2_0_0,1602401537.50318,finish,0,0
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e7_1e1_0_0,1602401537.51863,start,,
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e7_1e1_0_0,1602401582.41319,finish,0,0
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e7_2e0_0_0,1602401582.43148,start,,
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e7_2e0_0_0,1602401652.58,finish,0,0
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e7_1e2_0_1,1602401652.59826,start,,
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e7_1e2_0_1,1602401696.28336,finish,0,0
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e8_1e2_0_0,1602401696.30205,start,,
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e8_1e2_0_0,1602402324.11024,finish,0,0
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e8_1e1_0_0,1602402324.12881,start,,
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e8_1e1_0_0,1602402722.27164,finish,0,0
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e8_2e0_0_0,1602402722.29129,start,,
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e8_2e0_0_0,1602403453.65824,finish,0,0
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e8_1e2_0_1,1602403453.67654,start,,
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e8_1e2_0_1,1602404065.48752,finish,0,0
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e9_1e2_0_0,1602404065.50601,start,,
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e9_1e2_0_0,1602408660.31724,finish,0,0
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e9_1e1_0_0,1602408660.36312,start,,
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e9_1e1_0_0,1602413402.11974,finish,0,0
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e9_2e0_0_0,1602413402.14575,start,,
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e9_2e0_0_0,1602420916.76399,finish,0,0
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e9_1e2_0_1,1602420916.81625,start,,
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,groupby,G1_1e9_1e2_0_1,1602424665.19594,finish,0,0
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,join,J1_1e7_NA_0_0,1602424665.2258,start,,
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,join,J1_1e7_NA_0_0,1602424831.43815,finish,0,0
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,join,J1_1e8_NA_0_0,1602424831.45433,start,,
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,join,J1_1e8_NA_0_0,1602425441.99785,finish,0,0
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,join,J1_1e9_NA_0_0,1602425442.01575,start,,
mr-dl11,1602401401,pydatatable,1.0.0a0,00185546f033cc9d2fca202b516a1720b85581f5,join,J1_1e9_NA_0_0,1602432529.65384,finish,4,1
mr-dl11,1602401401,dplyr,1.0.2,,groupby,G1_1e7_1e2_0_0,1602432530.09713,skip,14,0
mr-dl11,1602401401,dplyr,1.0.2,,groupby,G1_1e7_1e1_0_0,1602432530.19727,skip,14,0
mr-dl11,1602401401,dplyr,1.0.2,,groupby,G1_1e7_2e0_0_0,1602432530.22723,skip,14,0
mr-dl11,1602401401,dplyr,1.0.2,,groupby,G1_1e7_1e2_0_1,1602432530.25281,skip,14,0
mr-dl11,1602401401,dplyr,1.0.2,,groupby,G1_1e8_1e2_0_0,1602432530.27461,skip,14,0
mr-dl11,1602401401,dplyr,1.0.2,,groupby,G1_1e8_1e1_0_0,1602432530.29429,skip,14,0
mr-dl11,1602401401,dplyr,1.0.2,,groupby,G1_1e8_2e0_0_0,1602432530.32168,skip,16,0
mr-dl11,1602401401,dplyr,1.0.2,,groupby,G1_1e8_1e2_0_1,1602432530.34547,skip,14,0
mr-dl11,1602401401,dplyr,1.0.2,,groupby,G1_1e9_1e2_0_0,1602432530.38284,skip,21,1
mr-dl11,1602401401,dplyr,1.0.2,,groupby,G1_1e9_1e1_0_0,1602432530.4029,skip,23,1
mr-dl11,1602401401,dplyr,1.0.2,,groupby,G1_1e9_2e0_0_0,1602432530.42715,skip,25,1
mr-dl11,1602401401,dplyr,1.0.2,,groupby,G1_1e9_1e2_0_1,1602432530.457,skip,21,1
mr-dl11,1602401401,dplyr,1.0.2,,join,J1_1e7_NA_0_0,1602432530.48144,skip,0,0
mr-dl11,1602401401,dplyr,1.0.2,,join,J1_1e8_NA_0_0,1602432530.50965,skip,0,0
